id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,release_year,foreign_gross,movie_id,movie_id2
82,2017-11-03,thor: ragnarok,180000000,315058289,846980024,2017,531921735,thorragnarok20171103,thor: ragnarok2017
83,2005-12-09,"the chronicles of narnia: the lion, the witch and the wardrobe",180000000,291710957,720539572,2005,428828615,thechroniclesofnarniathelionthewitchandthewardrobe20051209,"the chronicles of narnia: the lion, the witch and the wardrobe2005"
84,2014-05-30,maleficent,180000000,241407328,758536735,2014,517129407,maleficent20140530,maleficent2014
85,2016-11-18,fantastic beasts and where to find them,180000000,234037575,802402853,2016,568365278,fantasticbeastsandwheretofindthem20161118,fantastic beasts and where to find them2016
86,2008-06-27,wall-e,180000000,223808164,532508025,2008,308699861,walle20080627,wall-e2008
87,2007-08-10,rush hour 3,180000000,140125968,256585882,2007,116459914,rushhour320070810,rush hour 32007
88,2016-07-01,the legend of tarzan,180000000,126643061,348902025,2016,222258964,thelegendoftarzan20160701,the legend of tarzan2016
89,2011-11-23,hugo,180000000,73864507,180047784,2011,106183277,hugo20111123,hugo2011
90,2017-07-21,valerian and the city of a thousand planets,180000000,40479370,215098356,2017,174618986,valerianandthecityofathousandplanets20170721,valerian and the city of a thousand planets2017
91,2015-02-06,jupiter ascending,179000000,47482519,181982519,2015,134500000,jupiterascending20150206,jupiter ascending2015
92,2018-07-27,mission: impossibleâfallout,178000000,220159104,787456552,2018,567297448,missionimpossibleâfallout20180727,mission: impossibleâfallout2018
93,2016-05-27,x-men: apocalypse,178000000,155442489,542537546,2016,387095057,xmenapocalypse20160527,x-men: apocalypse2016
94,2018-08-10,the meg,178000000,145443742,529530715,2018,384086973,themeg20180810,the meg2018
95,2014-06-06,edge of tomorrow,178000000,100206256,370541256,2014,270335000,edgeoftomorrow20140606,edge of tomorrow2014
96,2019-03-08,captain marvel,175000000,426525952,1123061550,2019,696535598,captainmarvel20190308,captain marvel2019
97,2016-04-15,the jungle book,175000000,364001123,962854547,2016,598853424,thejunglebook20160415,the jungle book2016
98,2015-06-19,inside out,175000000,356461711,854235992,2015,497774281,insideout20150619,inside out2015
99,2017-07-07,spider-man: homecoming,175000000,334201140,880166350,2017,545965210,spidermanhomecoming20170707,spider-man: homecoming2017
100,2016-08-05,suicide squad,175000000,325100054,746059887,2016,420959833,suicidesquad20160805,suicide squad2016
1,2009-05-29,up,175000000,293004164,731463377,2009,438459213,up20090529,up2009
2,2017-11-22,coco,175000000,209726015,798008101,2017,588282086,coco20171122,coco2017
3,2018-11-21,ralph breaks the internet,175000000,201091711,524283695,2018,323191984,ralphbreakstheinternet20181121,ralph breaks the internet2018
4,2009-03-27,monsters vs. aliens,175000000,198351526,381687380,2009,183335854,monstersvsaliens20090327,monsters vs. aliens2009
5,2017-06-16,cars 3,175000000,152901115,383541369,2017,230640254,cars320170616,cars 32017
6,2009-08-07,g.i. joe: the rise of cobra,175000000,150201498,302469017,2009,152267519,gijoetheriseofcobra20090807,g.i. joe: the rise of cobra2009
8,2008-08-01,the mummy: tomb of the dragon emperor,175000000,102491776,405760225,2008,303268449,themummytombofthedragonemperor20080801,the mummy: tomb of the dragon emperor2008
9,2007-06-22,evan almighty,175000000,100289690,174131329,2007,73841639,evanalmighty20070622,evan almighty2007
11,2017-05-12,king arthur: legend of the sword,175000000,39175066,139630336,2017,100455270,kingarthurlegendofthesword20170512,king arthur: legend of the sword2017
12,2013-12-25,47 ronin,175000000,38362475,151716815,2013,113354340,47ronin20131225,47 ronin2013
13,2018-06-22,jurassic world: fallen kingdom,170000000,417719760,1305772799,2018,888053039,jurassicworldfallenkingdom20180622,jurassic world: fallen kingdom2018
14,2014-08-01,guardians of the galaxy,170000000,333172112,770867516,2014,437695404,guardiansofthegalaxy20140801,guardians of the galaxy2014
15,2010-05-07,iron man 2,170000000,312433331,621156389,2010,308723058,ironman220100507,iron man 22010
16,2014-04-04,captain america: the winter soldier,170000000,259746958,714401889,2014,454654931,captainamericathewintersoldier20140404,captain america: the winter soldier2014
17,2014-07-11,dawn of the planet of the apes,170000000,208545589,710644566,2014,502098977,dawnoftheplanetoftheapes20140711,dawn of the planet of the apes2014
18,2004-11-10,the polar express,170000000,187224605,311365187,2004,124140582,thepolarexpress20041110,the polar express2004
19,2012-06-01,snow white and the huntsman,170000000,155136755,401021746,2012,245884991,snowwhiteandthehuntsman20120601,snow white and the huntsman2012
20,2003-07-01,terminator 3: rise of the machines,170000000,150358296,433058296,2003,282700000,terminator3riseofthemachines20030701,terminator 3: rise of the machines2003
21,2004-05-07,van helsing,170000000,120150546,300150546,2004,180000000,vanhelsing20040507,van helsing2004
22,2019-03-29,dumbo,170000000,113883318,345004422,2019,231121104,dumbo20190329,dumbo2019
23,2015-05-22,tomorrowland,170000000,93436322,206627518,2015,113191196,tomorrowland20150522,tomorrowland2015
24,2019-02-14,alita: battle angel,170000000,85710210,402976036,2019,317265826,alitabattleangel20190214,alita: battle angel2019
25,2019-05-31,godzilla: king of the monsters,170000000,85576941,299276941,2019,213700000,godzillakingofthemonsters20190531,godzilla: king of the monsters2019
26,2016-05-27,alice through the looking glass,170000000,77042381,276928112,2016,199885731,alicethroughthelookingglass20160527,alice through the looking glass2016
27,2010-05-21,shrek forever after,165000000,238736787,756244673,2010,517507886,shrekforeverafter20100521,shrek forever after2010
28,2016-11-04,doctor strange,165000000,232641920,676404566,2016,443762646,doctorstrange20161104,doctor strange2016
29,2014-11-07,big hero 6,165000000,222527828,652127828,2014,429600000,bighero620141107,big hero 62014
30,2010-03-26,how to train your dragon,165000000,217581232,494870992,2010,277289760,howtotrainyourdragon20100326,how to train your dragon2010
31,2012-11-02,wreck-it ralph,165000000,189412677,496511521,2012,307098844,wreckitralph20121102,wreck-it ralph2012
32,2014-11-05,interstellar,165000000,188017894,666379375,2014,478361481,interstellar20141105,interstellar2014
33,2016-06-24,independence day: resurgence,165000000,103144286,384169424,2016,281025138,independencedayresurgence20160624,independence day: resurgence2016
34,2011-07-29,cowboys and aliens,163000000,100368560,176038324,2011,75669764,cowboysandaliens20110729,cowboys and aliens2011
35,2017-03-17,beauty and the beast,160000000,504014165,1259199706,2017,755185541,beautyandthebeast20170317,beauty and the beast2017
36,2018-12-21,aquaman,160000000,335061807,1146894640,2018,811832833,aquaman20181221,aquaman2018
37,2007-05-17,shrek the third,160000000,322719944,807330936,2007,484610992,shrekthethird20070517,shrek the third2007
38,2010-07-16,inception,160000000,292576195,835524642,2010,542948447,inception20100716,inception2010
39,2015-11-20,the hunger games: mockingjay - part 2,160000000,281723902,648986787,2015,367262885,thehungergamesmockingjaypart220151120,the hunger games: mockingjay - part 22015
40,2013-05-24,fast and furious 6,160000000,238679850,789300444,2013,550620594,fastandfurious620130524,fast and furious 62013
41,2014-05-16,godzilla,160000000,200676069,529076069,2014,328400000,godzilla20140516,godzilla2014
42,2011-06-03,x-men: first class,160000000,146408305,355408305,2011,209000000,xmenfirstclass20110603,x-men: first class2011
43,2008-12-25,the curious case of benjamin button,160000000,127509326,329631958,2008,202122632,thecuriouscaseofbenjaminbutton20081225,the curious case of benjamin button2008
44,2010-07-14,the sorcerer's apprentice,160000000,63150991,217986320,2010,154835329,thesorcerersapprentice20100714,the sorcerer's apprentice2010
45,2006-05-12,poseidon,160000000,60674817,181674817,2006,121000000,poseidon20060512,poseidon2006
46,2016-06-10,warcraft,160000000,47225655,425522281,2016,378296626,warcraft20160610,warcraft2016
47,2016-09-30,deepwater horizon,156000000,61433527,122603824,2016,61170297,deepwaterhorizon20160930,deepwater horizon2016
48,2010-12-10,the chronicles of narnia: the voyage of the dawn treader,155000000,104386950,418186950,2010,313800000,thechroniclesofnarniathevoyageofthedawntreader20101210,the chronicles of narnia: the voyage of the dawn treader2010
49,2015-07-01,terminator: genisys,155000000,89760956,432150894,2015,342389938,terminatorgenisys20150701,terminator: genisys2015
50,2018-03-23,pacific rim: uprising,155000000,59874525,290930148,2018,231055623,pacificrimuprising20180323,pacific rim: uprising2018
51,2004-11-24,alexander,155000000,34297191,167297191,2004,133000000,alexander20041124,alexander2004
52,2017-07-14,war for the planet of the apes,152000000,146880162,489592267,2017,342712105,warfortheplanetoftheapes20170714,war for the planet of the apes2017
53,2001-05-25,pearl harbor,151500000,198539855,449239855,2001,250700000,pearlharbor20010525,pearl harbor2001
54,2007-07-02,transformers,151000000,319246193,708272592,2007,389026399,transformers20070702,transformers2007
55,2017-06-02,wonder woman,150000000,412563408,821133378,2017,408569970,wonderwoman20170602,wonder woman2017
56,2013-11-22,frozen,150000000,400738009,1272469910,2013,871731901,frozen20131122,frozen2013
57,2016-03-04,zootopia,150000000,341268248,1019429616,2016,678161368,zootopia20160304,zootopia2016
58,2007-07-11,harry potter and the order of the phoenix,150000000,292137260,943076457,2007,650939197,harrypotterandtheorderofthephoenix20070711,harry potter and the order of the phoenix2007
59,2005-11-18,harry potter and the goblet of fire,150000000,290201752,897099794,2005,606898042,harrypotterandthegobletoffire20051118,harry potter and the goblet of fire2005
60,2003-05-15,the matrix reloaded,150000000,281553689,738576929,2003,457023240,thematrixreloaded20030515,the matrix reloaded2003
61,2007-12-14,i am legend,150000000,256393010,585532684,2007,329139674,iamlegend20071214,i am legend2007
62,2016-11-23,moana,150000000,248757044,637517365,2016,388760321,moana20161123,moana2016
63,2008-07-01,hancock,150000000,227946274,624234272,2008,396287998,hancock20080701,hancock2008
64,2005-07-15,charlie and the chocolate factory,150000000,206459076,475825484,2005,269366408,charlieandthechocolatefactory20050715,charlie and the chocolate factory2005
65,2007-06-29,ratatouille,150000000,206445654,626549695,2007,420104041,ratatouille20070629,ratatouille2007
66,2013-11-08,thor: the dark world,150000000,206362140,644602516,2013,438240376,thorthedarkworld20131108,thor: the dark world2013
67,2005-06-15,batman begins,150000000,205343774,359142722,2005,153798948,batmanbegins20050615,batman begins2005
68,2015-07-31,mission: impossibleârogue nation,150000000,195042377,688858992,2015,493816615,missionimpossibleâroguenation20150731,mission: impossibleârogue nation2015
69,2017-07-21,dunkirk,150000000,190068280,499837368,2017,309769088,dunkirk20170721,dunkirk2017
70,2011-05-06,thor,150000000,181030624,449326618,2011,268295994,thor20110506,thor2011
71,2008-11-07,madagascar: escape 2 africa,150000000,180174880,599680774,2008,419505894,madagascarescape2africa20081107,madagascar: escape 2 africa2008
72,2009-05-01,x-men origins: wolverine,150000000,179883157,374825760,2009,194942603,xmenoriginswolverine20090501,x-men origins: wolverine2009
73,2009-05-22,night at the museum: battle of the smithsonian,150000000,177243721,402231063,2009,224987342,nightatthemuseumbattleofthesmithsonian20090522,night at the museum: battle of the smithsonian2009
74,2011-05-26,kung fu panda 2,150000000,165249063,664837547,2011,499588484,kungfupanda220110526,kung fu panda 22011
75,2015-05-15,mad max: fury road,150000000,153636354,370098020,2015,216461666,madmaxfuryroad20150515,mad max: fury road2015
76,2019-05-10,pokã©mon: detective pikachu,150000000,139507806,411258433,2019,271750627,pokãmondetectivepikachu20190510,pokã©mon: detective pikachu2019
77,2003-11-05,the matrix revolutions,150000000,139270910,427300260,2003,288029350,thematrixrevolutions20031105,the matrix revolutions2003
78,2018-03-29,ready player one,150000000,137690172,579290136,2018,441599964,readyplayerone20180329,ready player one2018
79,2005-11-04,chicken little,150000000,135386665,310043823,2005,174657158,chickenlittle20051104,chicken little2005
80,2006-05-05,mission: impossible iii,150000000,133501348,397501348,2006,264000000,missionimpossibleiii20060505,mission: impossible iii2006
81,2009-05-15,angels & demons,150000000,133375846,490875846,2009,357500000,angelsdemons20090515,angels & demons2009
82,2004-05-14,troy,150000000,133298577,484161265,2004,350862688,troy20040514,troy2004
83,2010-07-01,the last airbender,150000000,131772187,319713881,2010,187941694,thelastairbender20100701,the last airbender2010
84,2007-11-02,bee movie,150000000,126631277,287594577,2007,160963300,beemovie20071102,bee movie2007
85,2009-07-24,g-force,150000000,119436770,292817841,2009,173381071,gforce20090724,g-force2009
86,2008-11-21,bolt,150000000,114053579,328015029,2008,213961450,bolt20081121,bolt2008
87,2012-03-30,wrath of the titans,150000000,83670083,305270083,2012,221600000,wrathofthetitans20120330,wrath of the titans2012
88,2007-11-16,beowulf,150000000,82280579,195080579,2007,112800000,beowulf20071116,beowulf2007
89,2012-05-11,dark shadows,150000000,79727149,238202668,2012,158475519,darkshadows20120511,dark shadows2012
90,2013-06-28,white house down,150000000,73103784,205440387,2013,132336603,whitehousedown20130628,white house down2013
91,2010-02-12,the wolfman,150000000,62189884,142634358,2010,80444474,thewolfman20100212,the wolfman2010
92,2017-02-17,the great wall,150000000,45157105,334486852,2017,289329747,thegreatwall20170217,the great wall2017
93,2015-10-09,pan,150000000,35088320,151525973,2015,116437653,pan20151009,pan2015
94,2011-03-11,mars needs moms,150000000,21392758,39549758,2011,18157000,marsneedsmoms20110311,mars needs moms2011
95,2020-12-31,moonfall,150000000,0,0,2020,0,moonfall20201231,moonfall2020
96,2006-11-03,flushed away,149000000,64665672,179357126,2006,114691454,flushedaway20061103,flushed away2006
97,2012-06-08,madagascar 3: europe's most wanted,145000000,216391482,746921271,2012,530529789,madagascar3europesmostwanted20120608,madagascar 3: europe's most wanted2012
98,2011-12-16,mission: impossibleâghost protocol,145000000,209397903,694713230,2011,485315327,missionimpossibleâghostprotocol20111216,mission: impossibleâghost protocol2011
99,2014-06-13,how to train your dragon 2,145000000,177002924,614586270,2014,437583346,howtotrainyourdragon220140613,how to train your dragon 22014
1,2014-03-07,mr. peabody & sherman,145000000,111506430,269806430,2014,158300000,mrpeabodysherman20140307,mr. peabody & sherman2014
2,2012-11-21,rise of the guardians,145000000,103412758,306900902,2012,203488144,riseoftheguardians20121121,rise of the guardians2012
3,2005-04-08,sahara,145000000,68671925,121671925,2005,53000000,sahara20050408,sahara2005
4,2016-07-15,ghostbusters,144000000,128350574,229008658,2016,100658084,ghostbusters20160715,ghostbusters2016
5,2002-11-22,die another day,142000000,160942139,431942139,2002,271000000,dieanotherday20021122,die another day2002
6,2003-07-09,pirates of the caribbean: the curse of the black pearl,140000000,305411224,634954103,2003,329542879,piratesofthecaribbeanthecurseoftheblackpearl20030709,pirates of the caribbean: the curse of the black pearl2003
7,2009-05-08,star trek,140000000,257730019,386839614,2009,129109595,startrek20090508,star trek2009
9,2002-07-03,men in black 2,140000000,190418803,441767803,2002,251349000,meninblack220020703,men in black 22002
10,2011-07-22,captain america: the first avenger,140000000,176654505,370569776,2011,193915271,captainamericathefirstavenger20110722,captain america: the first avenger2011
11,2016-01-29,kung fu panda 3,140000000,143528619,517599142,2016,374070523,kungfupanda320160129,kung fu panda 32016
13,2013-03-27,g.i. joe: retaliation,140000000,122523060,375740705,2013,253217645,gijoeretaliation20130327,g.i. joe: retaliation2013
14,2003-12-05,the last samurai,140000000,111110575,456810575,2003,345700000,thelastsamurai20031205,the last samurai2003
15,2005-12-21,fun with dick and jane,140000000,110550000,203018919,2005,92468919,funwithdickandjane20051221,fun with dick and jane2005
16,2014-12-12,exodus: gods and kings,140000000,65014513,268314513,2014,203300000,exodusgodsandkings20141212,exodus: gods and kings2014
17,2016-07-01,the bfg,140000000,55483770,199646680,2016,144162910,thebfg20160701,the bfg2016
18,2016-02-26,gods of egypt,140000000,31153464,138836756,2016,107683292,godsofegypt20160226,gods of egypt2016
19,2002-05-03,spider-man,139000000,403706375,821706375,2002,418000000,spiderman20020503,spider-man2002
20,2009-03-06,watchmen,138000000,107509799,186976250,2009,79466451,watchmen20090306,watchmen2009
21,2005-07-29,stealth,138000000,32116746,76416746,2005,44300000,stealth20050729,stealth2005
22,2008-06-13,the incredible hulk,137500000,134806913,265573859,2008,130766946,theincrediblehulk20080613,the incredible hulk2008
23,2003-06-20,hulk,137000000,132177234,245075434,2003,112898200,hulk20030620,hulk2003
24,2001-07-11,final fantasy: the spirits within,137000000,32131830,85131830,2001,53000000,finalfantasythespiritswithin20010711,final fantasy: the spirits within2001
25,2012-11-16,"the twilight saga: breaking dawn, part 2",136200000,292324737,829724737,2012,537400000,thetwilightsagabreakingdawnpart220121116,"the twilight saga: breaking dawn, part 22012"
26,2013-03-22,the croods,135000000,187168425,573068425,2013,385900000,thecroods20130322,the croods2013
27,2015-12-25,the revenant,135000000,183637894,532938302,2015,349300408,therevenant20151225,the revenant2015
29,2011-03-04,rango,135000000,123477607,245724600,2011,122246993,rango20110304,rango2011
30,2003-11-14,master and commander: the far side of the world,135000000,93926386,212912137,2003,118985751,masterandcommanderthefarsideoftheworld20031114,master and commander: the far side of the world2003
31,2013-07-17,turbo,135000000,83028130,286896578,2013,203868448,turbo20130717,turbo2013
32,2016-06-03,teenage mutant ninja turtles: out of the shadows,135000000,82051601,245328374,2016,163276773,teenagemutantninjaturtlesoutoftheshadows20160603,teenage mutant ninja turtles: out of the shadows2016
33,2011-11-18,happy feet two,135000000,64006466,157956466,2011,93950000,happyfeettwo20111118,happy feet two2011
34,2006-07-28,miami vice,135000000,63478838,163818556,2006,100339718,miamivice20060728,miami vice2006
35,2018-11-02,the nutcracker and the four realms,132900000,54858851,170293899,2018,115435048,thenutcrackerandthefourrealms20181102,the nutcracker and the four realms2018
36,2005-06-29,war of the worlds,132000000,234280354,606836535,2005,372556181,waroftheworlds20050629,war of the worlds2005
37,2014-11-26,penguins of madagascar,132000000,83350911,366942531,2014,283591620,penguinsofmadagascar20141126,penguins of madagascar2014
38,2013-11-22,the hunger games: catching fire,130000000,424668047,864868047,2013,440200000,thehungergamescatchingfire20131122,the hunger games: catching fire2013
39,2004-06-04,harry potter and the prisoner of azkaban,130000000,249757726,796907323,2004,547149597,harrypotterandtheprisonerofazkaban20040604,harry potter and the prisoner of azkaban2004
40,2007-08-03,the bourne ultimatum,130000000,227471070,444043396,2007,216572326,thebourneultimatum20070803,the bourne ultimatum2007
41,2018-07-06,ant-man and the wasp,130000000,216648740,623144660,2018,406495920,antmanandthewasp20180706,ant-man and the wasp2018
42,2008-06-06,kung fu panda,130000000,215434591,631910531,2008,416475940,kungfupanda20080606,kung fu panda2008
43,2015-07-17,ant-man,130000000,180202163,518858449,2015,338656286,antman20150717,ant-man2015
44,2015-03-27,home,130000000,177397510,385997896,2015,208600386,home20150327,home2015
45,2018-12-19,mary poppins returns,130000000,171958438,341528518,2018,169570080,marypoppinsreturns20181219,mary poppins returns2018
46,2011-10-28,puss in boots,130000000,149260504,554987477,2011,405726973,pussinboots20111028,puss in boots2011
47,2010-11-05,megamind,130000000,148415853,321887208,2010,173471355,megamind20101105,megamind2010
48,2003-07-18,bad boys ii,130000000,138540870,273271982,2003,134731112,badboysii20030718,bad boys ii2003
49,2014-04-11,rio 2,130000000,131538435,492846291,2014,361307856,rio220140411,rio 22014
50,2010-07-23,salt,130000000,118311368,290650494,2010,172339126,salt20100723,salt2010
51,2014-03-28,noah,130000000,101200044,352831065,2014,251631021,noah20140328,noah2014
52,2011-12-21,the adventures of tintin,130000000,77591831,373993951,2011,296402120,theadventuresoftintin20111221,the adventures of tintin2011
53,2013-05-31,after earth,130000000,60522097,251499665,2013,190977568,afterearth20130531,after earth2013
54,2008-11-26,australia,130000000,49554002,215080810,2008,165526808,australia20081126,australia2008
55,2013-07-19,r.i.p.d.,130000000,33618855,79076678,2013,45457823,ripd20130719,r.i.p.d.2013
56,2019-02-22,how to train your dragon: the hidden world,129000000,160791800,519258283,2019,358466483,howtotrainyourdragonthehiddenworld20190222,how to train your dragon: the hidden world2019
57,2011-11-18,"the twilight saga: breaking dawn, part 1",127500000,281287133,689420051,2011,408132918,thetwilightsagabreakingdawnpart120111118,"the twilight saga: breaking dawn, part 12011"
58,2000-05-19,dinosaur,127500000,137748063,356148063,2000,218400000,dinosaur20000519,dinosaur2000
59,2017-03-03,logan,127000000,226277068,615461394,2017,389184326,logan20170303,logan2017
60,2014-12-19,night at the museum: secret of the tomb,127000000,113746621,353756621,2014,240010000,nightatthemuseumsecretofthetomb20141219,night at the museum: secret of the tomb2014
61,2011-07-15,harry potter and the deathly hallows: part ii,125000000,381193157,1341693157,2011,960500000,harrypotterandthedeathlyhallowspartii20110715,harry potter and the deathly hallows: part ii2011
62,2014-11-21,the hunger games: mockingjay - part 1,125000000,337135885,766575131,2014,429439246,thehungergamesmockingjaypart120141121,the hunger games: mockingjay - part 12014
63,2001-11-16,harry potter and the sorcererâs stone,125000000,317871467,975047606,2001,657176139,harrypotterandthesorcererâsstone20011116,harry potter and the sorcererâs stone2001
64,2010-11-19,harry potter and the deathly hallows: part i,125000000,296131568,960431568,2010,664300000,harrypotterandthedeathlyhallowsparti20101119,harry potter and the deathly hallows: part i2010
65,2006-05-19,the da vinci code,125000000,217536138,767820459,2006,550284321,thedavincicode20060519,the da vinci code2006
66,2003-05-02,x-men 2,125000000,214949694,406875536,2003,191925842,xmen220030502,x-men 22003
67,2011-04-29,fast five,125000000,210031325,630163454,2011,420132129,fastfive20110429,fast five2011
68,2014-08-08,teenage mutant ninja turtles,125000000,191204754,485004754,2014,293800000,teenagemutantninjaturtles20140808,teenage mutant ninja turtles2014
69,2011-12-16,sherlock holmes: a game of shadows,125000000,186848418,535663443,2011,348815025,sherlockholmesagameofshadows20111216,sherlock holmes: a game of shadows2011
70,2004-05-28,the day after tomorrow,125000000,186740799,556319450,2004,369578651,thedayaftertomorrow20040528,the day after tomorrow2004
71,2017-03-31,the boss baby,125000000,175003033,510878762,2017,335875729,thebossbaby20170331,the boss baby2017
72,2010-04-01,clash of the titans,125000000,163214888,493214888,2010,330000000,clashofthetitans20100401,clash of the titans2010
73,2016-11-04,trolls,125000000,153707064,344150134,2016,190443070,trolls20161104,trolls2016
75,2012-06-08,prometheus,125000000,126477084,402448265,2012,275971181,prometheus20120608,prometheus2012
76,2012-08-10,the bourne legacy,125000000,113203870,280355920,2012,167152050,thebournelegacy20120810,the bourne legacy2012
78,2018-07-13,skyscraper,125000000,68420120,304115534,2018,235695414,skyscraper20180713,skyscraper2018
79,2012-08-03,total recall,125000000,58877969,211856088,2012,152978119,totalrecall20120803,total recall2012
80,2016-12-21,assassinâs creed,125000000,54647948,240759682,2016,186111734,assassinâscreed20161221,assassinâs creed2016
81,2017-01-13,monster trucks,125000000,33370166,61642798,2017,28272632,monstertrucks20170113,monster trucks2017
83,2000-11-17,how the grinch stole christmas,123000000,260044825,345141403,2000,85096578,howthegrinchstolechristmas20001117,how the grinch stole christmas2000
84,2000-05-24,mission: impossible 2,120000000,215409889,549588516,2000,334178627,missionimpossible220000524,mission: impossible 22000
85,2000-06-30,the perfect storm,120000000,182618434,328711434,2000,146093000,theperfectstorm20000630,the perfect storm2000
86,2016-07-29,jason bourne,120000000,162192920,416168316,2016,253975396,jasonbourne20160729,jason bourne2016
87,2007-06-15,fantastic four: rise of the silver surfer,120000000,131921738,289480691,2007,157558953,fantasticfourriseofthesilversurfer20070615,fantastic four: rise of the silver surfer2007
88,2012-11-21,life of pi,120000000,124987022,620912003,2012,495924981,lifeofpi20121121,life of pi2012
89,2007-02-16,ghost rider,120000000,115802596,229545589,2007,113742993,ghostrider20070216,ghost rider2007
90,2018-04-13,rampage,120000000,101028233,428056280,2018,327028047,rampage20180413,rampage2018
91,2003-06-27,charlie's angels: full throttle,120000000,100814328,227200000,2003,126385672,charliesangelsfullthrottle20030627,charlie's angels: full throttle2003
92,2013-08-09,elysium,120000000,93050117,286192091,2013,193141974,elysium20130809,elysium2013
93,2013-04-19,oblivion,120000000,89107235,287916633,2013,198809398,oblivion20130419,oblivion2013
94,2017-03-24,power rangers,120000000,85364450,142531552,2017,57167102,powerrangers20170324,power rangers2017
95,2002-07-19,stuart little 2,120000000,64956806,166000000,2002,101043194,stuartlittle220020719,stuart little 22002
96,2014-02-12,robocop,120000000,58607007,242981799,2014,184374792,robocop20140212,robocop2014
97,2004-06-11,the chronicles of riddick,120000000,57712751,107212751,2004,49500000,thechroniclesofriddick20040611,the chronicles of riddick2004
98,2015-08-07,fantastic four,120000000,56117548,167849187,2015,111731639,fantasticfour20150807,fantastic four2015
99,2008-05-09,speed racer,120000000,43945766,93394462,2008,49448696,speedracer20080509,speed racer2008
100,2005-07-22,the island,120000000,35818913,163018913,2005,127200000,theisland20050722,the island2005
1,2010-12-17,how do you know?,120000000,30212620,49628177,2010,19415557,howdoyouknow20101217,how do you know?2010
2,2010-06-23,knight and day,117000000,76423035,258751370,2010,182328335,knightandday20100623,knight and day2010
3,2018-10-05,venom,116000000,213511408,853628605,2018,640117197,venom20181005,venom2018
5,2005-05-19,star wars ep. iii: revenge of the sith,115000000,380270577,848998877,2005,468728300,starwarsepiiirevengeofthesith20050519,star wars ep. iii: revenge of the sith2005
6,2002-05-16,star wars ep. ii: attack of the clones,115000000,310676740,656695615,2002,346018875,starwarsepiiattackoftheclones20020516,star wars ep. ii: attack of the clones2002
7,2001-11-02,"monsters, inc.",115000000,289423425,559757719,2001,270334294,monstersinc20011102,"monsters, inc.2001"
8,2013-07-26,the wolverine,115000000,132556852,416456852,2013,283900000,thewolverine20130726,the wolverine2013
10,2016-04-22,the huntsman: winterâs war,115000000,48003015,165149302,2016,117146287,thehuntsmanwinterâswar20160422,the huntsman: winterâs war2016
11,2002-06-14,windtalkers,115000000,40914068,77628265,2002,36714197,windtalkers20020614,windtalkers2002
12,2008-07-04,astã©rix aux jeux olympiques,113500000,999811,132999811,2008,132000000,astãrixauxjeuxolympiques20080704,astã©rix aux jeux olympiques2008
13,2010-12-25,gulliver's travels,112000000,42779261,232017848,2010,189238587,gulliverstravels20101225,gulliver's travels2010
14,2017-12-15,ferdinand,111000000,84410380,289847930,2017,205437550,ferdinand20171215,ferdinand2017
15,2018-05-18,deadpool 2,110000000,324591735,786680557,2018,462088822,deadpool220180518,deadpool 22018
16,2013-10-04,gravity,110000000,274092705,693698673,2013,419605968,gravity20131004,gravity2013
17,2006-12-22,night at the museum,110000000,250863268,579446407,2006,328583139,nightatthemuseum20061222,night at the museum2006
18,2005-06-10,mr. and mrs. smith,110000000,186336279,486124090,2005,299787811,mrandmrssmith20050610,mr. and mrs. smith2005
19,2015-05-29,san andreas,110000000,155190832,456258539,2015,301067707,sanandreas20150529,san andreas2015
20,2011-07-29,the smurfs,110000000,142614158,563749323,2011,421135165,thesmurfs20110729,the smurfs2011
21,2007-06-27,live free or die hard,110000000,134529403,382288147,2007,247758744,livefreeordiehard20070627,live free or die hard2007
22,2015-03-20,the divergent series: insurgent,110000000,130179072,295075882,2015,164896810,thedivergentseriesinsurgent20150320,the divergent series: insurgent2015
23,2004-12-10,ocean's twelve,110000000,125531634,362989076,2004,237457442,oceanstwelve20041210,ocean's twelve2004
25,2000-06-28,the patriot,110000000,113330342,215300000,2000,101969658,thepatriot20000628,the patriot2000
26,2014-03-07,300: rise of an empire,110000000,106580051,330780051,2014,224200000,300riseofanempire20140307,300: rise of an empire2014
27,2004-12-17,the aviator,110000000,102608827,208370892,2004,105762065,theaviator20041217,the aviator2004
28,2016-12-21,passengers,110000000,100014699,302239672,2016,202224973,passengers20161221,passengers2016
29,2011-01-14,the green hornet,110000000,98780042,229155503,2011,130375461,thegreenhornet20110114,the green hornet2011
30,2016-09-30,miss peregrineâs home for peculiar children,110000000,87242834,295986876,2016,208744042,missperegrineâshomeforpeculiarchildren20160930,miss peregrineâs home for peculiar children2016
31,2011-10-07,real steel,110000000,85463309,263880341,2011,178417032,realsteel20111007,real steel2011
32,2010-06-11,the a-team,110000000,77222099,177241171,2010,100019072,theateam20100611,the a-team2010
33,2013-07-31,the smurfs 2,110000000,71017784,348547523,2013,277529739,thesmurfs220130731,the smurfs 22013
34,2016-03-18,the divergent series: allegiant,110000000,66184051,172022517,2016,105838466,thedivergentseriesallegiant20160318,the divergent series: allegiant2016
35,2009-06-12,the taking of pelham 123,110000000,65452312,152364370,2009,86912058,thetakingofpelham12320090612,the taking of pelham 1232009
