id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,release_year,foreign_gross,movie_id,movie_id2
15,2016-09-23,storks,70000000,72679278,183353431,2016,110674153,storks20160923,storks2016
17,2003-12-10,big fish,70000000,66432867,123954323,2003,57521456,bigfish20031210,big fish2003
19,2012-01-20,underworld: awakening,70000000,62321039,160379930,2012,98058891,underworldawakening20120120,underworld: awakening2012
20,2017-09-22,the lego ninjago movie,70000000,59281555,122737201,2017,63455646,thelegoninjagomovie20170922,the lego ninjago movie2017
21,2014-10-10,dracula untold,70000000,55991880,220241723,2014,164249843,draculauntold20141010,dracula untold2014
22,2006-09-29,the guardian,70000000,55011732,94973540,2006,39961808,theguardian20060929,the guardian2006
24,2010-09-24,wall street 2: money never sleeps,70000000,52474616,137431619,2010,84957003,wallstreet2moneyneversleeps20100924,wall street 2: money never sleeps2010
25,2011-01-14,the dilemma,70000000,48475290,70546865,2011,22071575,thedilemma20110114,the dilemma2011
26,2005-12-25,rumor has it,70000000,42996140,88933562,2005,45937422,rumorhasit20051225,rumor has it2005
28,2007-08-10,stardust,70000000,38634938,137022245,2007,98387307,stardust20070810,stardust2007
29,2012-06-15,rock of ages,70000000,38518613,61031932,2012,22513319,rockofages20120615,rock of ages2012
31,2004-09-17,sky captain and the world of tomorrow,70000000,37760080,49730854,2004,11970774,skycaptainandtheworldoftomorrow20040917,sky captain and the world of tomorrow2004
32,2007-09-14,the brave one,70000000,36793804,69792704,2007,32998900,thebraveone20070914,the brave one2007
33,2002-11-01,i spy,70000000,33561137,60279822,2002,26718685,ispy20021101,i spy2002
34,2002-06-07,bad company,70000000,30157016,69157016,2002,39000000,badcompany20020607,bad company2002
35,2005-10-21,doom,70000000,28212337,58757178,2005,30544841,doom20051021,doom2005
36,2016-01-29,the finest hours,70000000,27569558,49252761,2016,21683203,thefinesthours20160129,the finest hours2016
37,2013-10-18,escape plan,70000000,25135965,103735965,2013,78600000,escapeplan20131018,escape plan2013
38,2011-09-23,killer elite,70000000,25124986,65409046,2011,40284060,killerelite20110923,killer elite2011
40,2002-02-15,hart's war,70000000,19076815,33076815,2002,14000000,hartswar20020215,hart's war2002
41,2002-02-08,rollerball,70000000,18990542,25852508,2002,6861966,rollerball20020208,rollerball2002
42,2014-01-10,the legend of hercules,70000000,18848538,58953319,2014,40104781,thelegendofhercules20140110,the legend of hercules2014
43,2007-04-27,next,70000000,18211013,73591500,2007,55380487,next20070427,next2007
44,2002-09-20,ballistic: ecks vs. sever,70000000,14294842,14294842,2002,0,ballisticecksvssever20020920,ballistic: ecks vs. sever2002
45,2001-08-10,osmosis jones,70000000,13596911,13596911,2001,0,osmosisjones20010810,osmosis jones2001
46,2014-05-09,legends of oz: dorothyâs return,70000000,8462347,20107933,2014,11645586,legendsofozdorothyâsreturn20140509,legends of oz: dorothyâs return2014
47,2015-01-16,blackhat,70000000,8005980,19665004,2015,11659024,blackhat20150116,blackhat2015
48,2006-03-31,basic instinct 2,70000000,5946136,35417162,2006,29471026,basicinstinct220060331,basic instinct 22006
49,2010-05-28,agora,70000000,619423,38992292,2010,38372869,agora20100528,agora2010
50,2010-07-09,despicable me,69000000,251513985,543464573,2010,291950588,despicableme20100709,despicable me2010
51,2010-07-30,dinner for schmucks,69000000,73026337,86796502,2010,13770165,dinnerforschmucks20100730,dinner for schmucks2010
52,2018-03-02,red sparrow,69000000,46874505,145951861,2018,99077356,redsparrow20180302,red sparrow2018
53,2010-06-30,the twilight saga: eclipse,68000000,300531751,706102828,2010,405571077,thetwilightsagaeclipse20100630,the twilight saga: eclipse2010
54,2002-05-31,the sum of all fears,68000000,118471320,193500000,2002,75028680,thesumofallfears20020531,the sum of all fears2002
55,2015-06-26,ted 2,68000000,81476385,217214143,2015,135737758,ted220150626,ted 22015
56,2001-07-13,the score,68000000,71069884,113542091,2001,42472207,thescore20010713,the score2001
57,2011-02-25,hall pass,68000000,45060734,87173475,2011,42112741,hallpass20110225,hall pass2011
59,2003-03-21,dreamcatcher,68000000,33685268,75685268,2003,42000000,dreamcatcher20030321,dreamcatcher2003
62,2017-12-22,downsizing,68000000,24449754,54462971,2017,30013217,downsizing20171222,downsizing2017
63,2012-03-02,doctor seuss' the lorax,67500000,214030500,350976753,2012,136946253,doctorseussthelorax20120302,doctor seuss' the lorax2012
64,2008-10-10,body of lies,67500000,39394666,118556530,2008,79161864,bodyoflies20081010,body of lies2008
65,2012-06-22,abraham lincoln: vampire hunter,67500000,37519139,137489730,2012,99970591,abrahamlincolnvampirehunter20120622,abraham lincoln: vampire hunter2012
67,2007-08-17,the last legion,67000000,5932060,25357771,2007,19425711,thelastlegion20070817,the last legion2007
70,2014-03-14,need for speed,66000000,43568507,194169619,2014,150601112,needforspeed20140314,need for speed2014
72,2000-12-15,what women want,65000000,182805123,374105123,2000,191300000,whatwomenwant20001215,what women want2000
73,2012-11-09,lincoln,65000000,182207973,273346281,2012,91138308,lincoln20121109,lincoln2012
74,2002-03-15,ice age,65000000,176387405,386116343,2002,209728938,iceage20020315,ice age2002
77,2018-07-13,hotel transylvania 3: summer vacation,65000000,167500092,527079962,2018,359579870,hoteltransylvania3summervacation20180713,hotel transylvania 3: summer vacation2018
78,2012-12-25,les miserables,65000000,148809770,442169052,2012,293359282,lesmiserables20121225,les miserables2012
79,2002-11-01,the santa clause 2,65000000,139225854,172825854,2002,33600000,thesantaclause220021101,the santa clause 22002
82,2014-12-25,unbroken,65000000,115637895,163527824,2014,47889929,unbroken20141225,unbroken2014
83,2015-06-05,spy!,65000000,110825712,232585748,2015,121760036,spy20150605,spy!2015
84,2010-11-05,due date,65000000,100539043,211739043,2010,111200000,duedate20101105,due date2010
85,2008-07-25,step brothers,65000000,100468793,128468793,2008,28000000,stepbrothers20080725,step brothers2008
88,2000-08-04,space cowboys,65000000,90454043,128874043,2000,38420000,spacecowboys20000804,space cowboys2000
89,2014-12-19,annie,65000000,85911262,139829625,2014,53918363,annie20141219,annie2014
91,2016-08-12,peteâs dragon,65000000,76233151,137768975,2016,61535824,peteâsdragon20160812,peteâs dragon2016
93,2006-08-09,world trade center,65000000,70278893,163295654,2006,93016761,worldtradecenter20060809,world trade center2006
94,2000-07-07,the kid,65000000,69688384,69688384,2000,0,thekid20000707,the kid2000
95,2003-12-19,mona lisa smile,65000000,63803100,141205169,2003,77402069,monalisasmile20031219,mona lisa smile2003
96,2012-05-16,the dictator,65000000,59650222,180148897,2012,120498675,thedictator20120516,the dictator2012
98,2012-02-17,this means war,65000000,54760791,156974557,2012,102213766,thismeanswar20120217,this means war2012
99,2015-02-27,focus,65000000,53862963,168065700,2015,114202737,focus20150227,focus2015
100,2004-12-08,blade: trinity,65000000,52397389,131353165,2004,78955776,bladetrinity20041208,blade: trinity2004
1,2012-11-21,red dawn,65000000,44806783,48164150,2012,3357367,reddawn20121121,red dawn2012
2,2006-12-22,we are marshall,65000000,43545364,43545364,2006,0,wearemarshall20061222,we are marshall2006
3,2015-09-18,everest,65000000,43482270,221297061,2015,177814791,everest20150918,everest2015
4,2012-09-14,resident evil: retribution,65000000,42345531,240647629,2012,198302098,residentevilretribution20120914,resident evil: retribution2012
7,2008-08-22,death race,65000000,36316032,72516819,2008,36200787,deathrace20080822,death race2008
9,2000-12-08,proof of life,65000000,32598931,62761005,2000,30162074,proofoflife20001208,proof of life2000
10,2005-11-11,zathura,65000000,28045540,58545540,2005,30500000,zathura20051111,zathura2005
11,2003-11-26,the missing,65000000,26900336,38253433,2003,11353097,themissing20031126,the missing2003
12,2005-01-14,elektra,65000000,24409722,56824633,2005,32414911,elektra20050114,elektra2005
13,2009-10-23,astro boy,65000000,19551067,41636243,2009,22085176,astroboy20091023,astro boy2009
14,2014-01-24,"i, frankenstein",65000000,19075290,74575290,2014,55500000,ifrankenstein20140124,"i, frankenstein2014"
16,2014-08-22,sin city: a dame to kill for,65000000,13757804,40650842,2014,26893038,sincityadametokillfor20140822,sin city: a dame to kill for2014
17,2016-12-25,live by night,65000000,10378555,21774432,2016,11395877,livebynight20161225,live by night2016
18,2000-10-27,lucky numbers,65000000,10014234,10014234,2000,0,luckynumbers20001027,lucky numbers2000
19,2005-09-23,oliver twist,65000000,2070920,26670920,2005,24600000,olivertwist20050923,oliver twist2005
20,2015-09-04,tian jiang xiong shi,65000000,74070,122519874,2015,122445804,tianjiangxiongshi20150904,tian jiang xiong shi2015
21,2018-10-26,air strike,65000000,0,516279,2018,516279,airstrike20181026,air strike2018
22,2006-07-14,little man,64000000,58636047,101636047,2006,43000000,littleman20060714,little man2006
24,2006-12-27,perfume: the story of a murderer,63700000,2223293,133603463,2006,131380170,perfumethestoryofamurderer20061227,perfume: the story of a murderer2006
26,2002-07-25,austin powers in goldmember,63000000,213117789,296338663,2002,83220874,austinpowersingoldmember20020725,austin powers in goldmember2002
27,2011-04-01,hop,63000000,108085305,188657593,2011,80572288,hop20110401,hop2011
28,2017-09-15,american assassin,63000000,36249674,68310140,2017,32060466,americanassassin20170915,american assassin2017
31,2000-04-21,u-571,62000000,77086030,127630030,2000,50544000,u57120000421,u-5712000
33,2015-12-25,the hateful eight,62000000,54117416,147864886,2015,93747470,thehatefuleight20151225,the hateful eight2015
34,2008-06-20,the love guru,62000000,32235793,40159017,2008,7923224,theloveguru20080620,the love guru2008
35,2001-02-23,3000 miles to graceland,62000000,15738632,18708848,2001,2970216,3000milestograceland20010223,3000 miles to graceland2001
36,2014-10-03,gone girl,61000000,167767189,368567189,2014,200800000,gonegirl20141003,gone girl2014
37,2007-03-30,blades of glory,61000000,118594548,145594548,2007,27000000,bladesofglory20070330,blades of glory2007
38,2015-09-18,maze runner: the scorch trials,61000000,81697192,310566162,2015,228868970,mazerunnerthescorchtrials20150918,maze runner: the scorch trials2015
39,2013-08-02,2 guns,61000000,75612460,132493015,2013,56880555,2guns20130802,2 guns2013
40,2018-01-26,maze runner: the death cure,61000000,58032443,265878536,2018,207846093,mazerunnerthedeathcure20180126,maze runner: the death cure2018
41,2019-01-11,a dogâs way home,61000000,41952715,81149689,2019,39196974,adogâswayhome20190111,a dogâs way home2019
42,2016-02-19,mei ren yu,60720000,3229457,554516671,2016,551287214,meirenyu20160219,mei ren yu2016
43,2004-12-22,meet the fockers,60000000,279167575,516567575,2004,237400000,meetthefockers20041222,meet the fockers2004
44,2014-02-07,the lego movie,60000000,257784718,457729388,2014,199944670,thelegomovie20140207,the lego movie2014
45,2007-03-09,300,60000000,210614939,454161935,2007,243546996,30020070309,3002007
46,2007-03-02,wild hogs,60000000,168213584,253555383,2007,85341799,wildhogs20070302,wild hogs2007
47,2008-12-25,marley & me,60000000,143153751,247812011,2008,104658260,marleyme20081225,marley & me2008
50,2016-09-09,sully,60000000,125070033,238524556,2016,113454523,sully20160909,sully2016
51,2002-06-14,the bourne identity,60000000,121468960,214357371,2002,92888411,thebourneidentity20020614,the bourne identity2002
52,2009-10-09,couples retreat,60000000,109205660,172450423,2009,63244763,couplesretreat20091009,couples retreat2009
54,2003-05-30,the italian job,60000000,106126012,176262839,2003,70136827,theitalianjob20030530,the italian job2003
55,2003-05-09,daddy day care,60000000,104148781,164285587,2003,60136806,daddydaycare20030509,daddy day care2003
58,2004-08-06,collateral,60000000,100170152,217670152,2004,117500000,collateral20040806,collateral2004
59,2001-07-04,cats & dogs,60000000,93375151,200700000,2001,107324849,catsdogs20010704,cats & dogs2001
60,2002-12-20,two weeks notice,60000000,93354918,199043309,2002,105688391,twoweeksnotice20021220,two weeks notice2002
62,2002-04-19,the scorpion king,60000000,90580000,165890634,2002,75310634,thescorpionking20020419,the scorpion king2002
63,2010-10-15,red,60000000,90380162,196439693,2010,106059531,red20101015,red2010
64,2004-03-05,starsky & hutch,60000000,88200225,170200225,2004,82000000,starskyhutch20040305,starsky & hutch2004
66,2005-12-21,cheaper by the dozen 2,60000000,82571173,135015330,2005,52444157,cheaperbythedozen220051221,cheaper by the dozen 22005
67,2010-08-13,eat pray love,60000000,80574010,206598789,2010,126024779,eatpraylove20100813,eat pray love2010
68,2012-12-21,jack reacher,60000000,80070736,217370736,2012,137300000,jackreacher20121221,jack reacher2012
69,2004-04-23,man on fire,60000000,77906816,130968579,2004,53061763,manonfire20040423,man on fire2004
70,2000-12-22,the family man,60000000,75764085,124715863,2000,48951778,thefamilyman20001222,the family man2000
71,2011-09-09,contagion,60000000,75658097,137551594,2011,61893497,contagion20110909,contagion2011
74,2009-02-06,coraline,60000000,75286229,126037057,2009,50750828,coraline20090206,coraline2009
75,2004-10-01,ladder 49,60000000,74541707,102332848,2004,27791141,ladder4920041001,ladder 492004
77,2009-10-28,michael jackson's this is it,60000000,72091016,252091016,2009,180000000,michaeljacksonsthisisit20091028,michael jackson's this is it2009
78,2003-01-17,kangaroo jack,60000000,66723216,90723216,2003,24000000,kangaroojack20030117,kangaroo jack2003
79,2008-06-13,the happening,60000000,64506874,162778384,2008,98271510,thehappening20080613,the happening2008
80,2016-03-04,london has fallen,60000000,62524260,195194085,2016,132669825,londonhasfallen20160304,london has fallen2016
81,2000-04-07,rules of engagement,60000000,61322858,71719931,2000,10397073,rulesofengagement20000407,rules of engagement2000
82,2006-03-10,the shaggy dog,60000000,61123569,87123569,2006,26000000,theshaggydog20060310,the shaggy dog2006
84,2004-04-02,hellboy,60000000,59623958,99823958,2004,40200000,hellboy20040402,hellboy2004
85,2016-10-21,jack reacher: never go back,60000000,58697076,159946489,2016,101249413,jackreachernevergoback20161021,jack reacher: never go back2016
86,2017-05-25,baywatch,60000000,58060186,175863783,2017,117803597,baywatch20170525,baywatch2017
88,2015-12-25,joy,60000000,56451232,101134059,2015,44682827,joy20151225,joy2015
89,2012-08-17,paranorman,60000000,56003051,108119662,2012,52116611,paranorman20120817,paranorman2012
91,2003-12-25,paycheck,60000000,53789313,98819789,2003,45030476,paycheck20031225,paycheck2003
93,2008-12-19,the tale of despereaux,60000000,50877145,90482317,2008,39605172,thetaleofdespereaux20081219,the tale of despereaux2008
94,2014-09-26,the boxtrolls,60000000,50837305,111946251,2014,61108946,theboxtrolls20140926,the boxtrolls2014
95,2017-08-04,the dark tower,60000000,50701325,113461527,2017,62760202,thedarktower20170804,the dark tower2017
96,2002-09-27,the tuxedo,60000000,50586000,104429625,2002,53843625,thetuxedo20020927,the tuxedo2002
97,2014-01-17,jack ryan: shadow recruit,60000000,50577412,131377412,2014,80800000,jackryanshadowrecruit20140117,jack ryan: shadow recruit2014
99,2005-03-24,miss congeniality 2: armed and fabulous,60000000,48478006,101382396,2005,52904390,misscongeniality2armedandfabulous20050324,miss congeniality 2: armed and fabulous2005
100,2018-12-25,vice,60000000,47836282,70883171,2018,23046889,vice20181225,vice2018
2,2007-03-23,shooter,60000000,47003582,95538560,2007,48534978,shooter20070323,shooter2007
4,2013-01-11,gangster squad,60000000,46000903,104100903,2013,58100000,gangstersquad20130111,gangster squad2013
5,2017-04-07,smurfs: the lost village,60000000,45020282,197578586,2017,152558304,smurfsthelostvillage20170407,smurfs: the lost village2017
6,2018-10-12,first man,60000000,44936545,105203825,2018,60267280,firstman20181012,first man2018
7,2009-06-19,year one,60000000,43337279,57604723,2009,14267444,yearone20090619,year one2009
8,2010-01-29,edge of darkness,60000000,43313890,82812456,2010,39498566,edgeofdarkness20100129,edge of darkness2010
9,2002-12-13,star trek: nemesis,60000000,43254409,67312826,2002,24058417,startreknemesis20021213,star trek: nemesis2002
10,2002-02-19,reign of fire,60000000,43061982,82150183,2002,39088201,reignoffire20020219,reign of fire2002
11,2009-11-20,planet 51,60000000,42194060,108996113,2009,66802053,planet5120091120,planet 512009
12,2009-03-20,duplicity,60000000,40572825,81079566,2009,40506741,duplicity20090320,duplicity2009
13,2008-09-12,righteous kill,60000000,40081410,78481410,2008,38400000,righteouskill20080912,righteous kill2008
14,2009-12-11,invictus,60000000,37491364,124514011,2009,87022647,invictus20091211,invictus2009
15,2009-04-17,state of play,60000000,37017955,88832210,2009,51814255,stateofplay20090417,state of play2009
17,2006-04-21,the sentinel,60000000,36280697,78080697,2006,41800000,thesentinel20060421,the sentinel2006
18,2012-09-21,trouble with the curve,60000000,35763137,47818913,2012,12055776,troublewiththecurve20120921,trouble with the curve2012
19,2003-10-10,intolerable cruelty,60000000,35327628,121327628,2003,86000000,intolerablecruelty20031010,intolerable cruelty2003
22,2000-09-15,almost famous,60000000,32522352,47371191,2000,14848839,almostfamous20000915,almost famous2000
23,2019-02-08,cold pursuit,60000000,32138862,62599159,2019,30460297,coldpursuit20190208,cold pursuit2019
24,2002-12-06,analyze that,60000000,32122249,54994757,2002,22872508,analyzethat20021206,analyze that2002
25,2009-04-24,the soloist,60000000,31853584,38522450,2009,6668866,thesoloist20090424,the soloist2009
26,2013-08-21,the mortal instruments: city of bones,60000000,31165421,75965567,2013,44800146,themortalinstrumentscityofbones20130821,the mortal instruments: city of bones2013
27,2000-11-03,the legend of bagger vance,60000000,30695227,39235486,2000,8540259,thelegendofbaggervance20001103,the legend of bagger vance2000
28,2002-02-22,dragonfly,60000000,30063805,30063805,2002,0,dragonfly20020222,dragonfly2002
29,2011-05-13,priest,60000000,29136626,84154026,2011,55017400,priest20110513,priest2011
30,2006-06-16,garfield: a tail of two kitties,60000000,28426747,147985373,2006,119558626,garfieldatailoftwokitties20060616,garfield: a tail of two kitties2006
31,2005-04-29,xxx: state of the union,60000000,26873932,71073932,2005,44200000,xxxstateoftheunion20050429,xxx: state of the union2005
33,2003-07-02,sinbad: legend of the seven seas,60000000,26483452,80767884,2003,54284432,sinbadlegendofthesevenseas20030702,sinbad: legend of the seven seas2003
34,2005-07-08,dark water,60000000,25473093,49473093,2005,24000000,darkwater20050708,dark water2005
36,2006-09-15,the black dahlia,60000000,22672813,49238525,2006,26565712,theblackdahlia20060915,the black dahlia2006
38,2008-12-25,the spirit,60000000,19806188,39006188,2008,19200000,thespirit20081225,the spirit2008
39,2001-10-19,the last castle,60000000,18208078,20541668,2001,2333590,thelastcastle20011019,the last castle2001
40,2009-01-23,inkheart,60000000,17303424,66655938,2009,49352514,inkheart20090123,inkheart2009
41,2000-01-14,supernova,60000000,14218868,14816494,2000,597626,supernova20000114,supernova2000
42,2006-09-22,flyboys,60000000,13090630,14816379,2006,1725749,flyboys20060922,flyboys2006
43,2014-02-14,winterâs tale,60000000,12600231,29575033,2014,16974802,winterâstale20140214,winterâs tale2014
45,2008-07-11,meet dave,60000000,11803254,50648806,2008,38845552,meetdave20080711,meet dave2008
46,2005-08-12,the great raid,60000000,10166502,10597070,2005,430568,thegreatraid20050812,the great raid2005
47,2017-02-24,rock dog,60000000,9420546,24148488,2017,14727942,rockdog20170224,rock dog2017
48,2015-01-23,mortdecai,60000000,7696134,30396134,2015,22700000,mortdecai20150123,mortdecai2015
49,2008-01-11,in the name of the king: a dungeon siege tale,60000000,4775656,13233220,2008,8457564,inthenameofthekingadungeonsiegetale20080111,in the name of the king: a dungeon siege tale2008
50,2003-10-24,beyond borders,60000000,4426297,11427090,2003,7000793,beyondborders20031024,beyond borders2003
51,2016-02-05,xi you ji zhi sun wu kong san da bai gu jing,60000000,709982,194058503,2016,193348521,xiyoujizhisunwukongsandabaigujing20160205,xi you ji zhi sun wu kong san da bai gu jing2016
52,2015-12-11,the ridiculous 6,60000000,0,0,2015,0,theridiculous620151211,the ridiculous 62015
53,2019-11-08,midway,59500000,0,0,2019,0,midway20191108,midway2019
54,2018-03-23,sherlock gnomes,59000000,43242871,87527651,2018,44284780,sherlockgnomes20180323,sherlock gnomes2018
55,2019-01-25,the kid who would be king,59000000,16790790,28348446,2019,11557656,thekidwhowouldbeking20190125,the kid who would be king2019
56,2016-02-12,deadpool,58000000,363070709,801025593,2016,437954884,deadpool20160212,deadpool2016
57,2014-12-25,american sniper,58000000,350126372,547326372,2014,197200000,americansniper20141225,american sniper2014
58,2015-10-16,goosebumps,58000000,80069458,158905324,2015,78835866,goosebumps20151016,goosebumps2015
61,2012-01-20,red tails,58000000,49876377,50365498,2012,489121,redtails20120120,red tails2012
62,2005-09-16,just like heaven,58000000,48318130,100687083,2005,52368953,justlikeheaven20050916,just like heaven2005
63,2013-06-07,the internship,58000000,44672764,93672764,2013,49000000,theinternship20130607,the internship2013
64,2000-04-28,the flintstones in viva rock vegas,58000000,35231365,59431365,2000,24200000,theflintstonesinvivarockvegas20000428,the flintstones in viva rock vegas2000
65,2008-04-04,leatherheads,58000000,31373938,41348628,2008,9974690,leatherheads20080404,leatherheads2008
66,2017-03-24,life,58000000,30234022,100929666,2017,70695644,life20170324,life2017
67,2009-12-18,did you hear about the morgans?,58000000,29580087,80480566,2009,50900479,didyouhearaboutthemorgans20091218,did you hear about the morgans?2009
68,2008-12-12,"che, part 1: the argentine",58000000,1802521,31627370,2008,29824849,chepart1theargentine20081212,"che, part 1: the argentine2008"
69,2008-05-30,sex and the city,57500000,152647258,415247258,2008,262600000,sexandthecity20080530,sex and the city2008
70,2010-09-10,resident evil: afterlife,57500000,60128566,295874190,2010,235745624,residentevilafterlife20100910,resident evil: afterlife2010
71,2012-06-15,that's my boy,57500000,36931089,58085235,2012,21154146,thatsmyboy20120615,that's my boy2012
73,2012-02-17,ghost rider: spirit of vengeance,57000000,51774002,149217355,2012,97443353,ghostriderspiritofvengeance20120217,ghost rider: spirit of vengeance2012
75,2004-11-12,after the sunset,57000000,28328132,38329114,2004,10000982,afterthesunset20041112,after the sunset2004
76,2001-08-17,captain corelli's mandolin,57000000,25528495,62097495,2001,36569000,captaincorellismandolin20010817,captain corelli's mandolin2001
77,2014-12-25,into the woods,56200000,128002372,213116401,2014,85114029,intothewoods20141225,into the woods2014
78,2003-04-11,anger management,56000000,135560942,195660942,2003,60100000,angermanagement20030411,anger management2003
79,2005-03-04,the pacifier,56000000,113006880,198006880,2005,85000000,thepacifier20050304,the pacifier2005
80,2004-04-02,walking tall,56000000,46213824,47313824,2004,1100000,walkingtall20040402,walking tall2004
81,2016-01-22,zhuo yao ji,56000000,32766,359495591,2016,359462825,zhuoyaoji20160122,zhuo yao ji2016
83,2007-12-14,alvin and the chipmunks,55000000,217326974,362605033,2007,145278059,alvinandthechipmunks20071214,alvin and the chipmunks2007
84,2018-11-02,bohemian rhapsody,55000000,216303339,894985342,2018,678682003,bohemianrhapsody20181102,bohemian rhapsody2018
85,2005-02-11,hitch,55000000,177784257,366784257,2005,189000000,hitch20050211,hitch2005
86,2000-10-06,meet the parents,55000000,166225040,330425040,2000,164200000,meettheparents20001006,meet the parents2000
87,2006-12-15,the pursuit of happyness,55000000,162586036,307311093,2006,144725057,thepursuitofhappyness20061215,the pursuit of happyness2006
91,2017-02-10,fifty shades darker,55000000,114434010,381398492,2017,266964482,fiftyshadesdarker20170210,fifty shades darker2017
92,2013-10-11,captain phillips,55000000,107136417,220648184,2013,113511767,captainphillips20131011,captain phillips2013
94,2003-08-01,american wedding,55000000,104354205,126425115,2003,22070910,americanwedding20030801,american wedding2003
95,2017-11-10,murder on the orient express,55000000,102826543,345922730,2017,243096187,murderontheorientexpress20171110,murder on the orient express2017
96,2014-09-26,the equalizer,55000000,101530738,192903624,2014,91372886,theequalizer20140926,the equalizer2014
97,2018-02-09,fifty shades freed,55000000,100407760,371350619,2018,270942859,fiftyshadesfreed20180209,fifty shades freed2018
99,2010-04-09,date night,55000000,98711404,152269033,2010,53557629,datenight20100409,date night2010
100,2002-12-13,maid in manhattan,55000000,93932896,163838217,2002,69905321,maidinmanhattan20021213,maid in manhattan2002
2,2005-09-23,flightplan,55000000,89706988,214392904,2005,124685916,flightplan20050923,flightplan2005
5,2015-01-16,paddington,55000000,76223578,258789097,2015,182565519,paddington20150116,paddington2015
6,2006-04-28,r.v.,55000000,71724497,87473024,2006,15748527,rv20060428,r.v.2006
8,2003-10-10,kill bill: volume 1,55000000,70098138,176469428,2003,106371290,killbillvolume120031010,kill bill: volume 12003
9,2011-06-17,mr. poppers's penguins,55000000,68224452,189624452,2011,121400000,mrpoppersspenguins20110617,mr. poppers's penguins2011
11,2004-04-16,kill bill: volume 2,55000000,66207920,153535982,2004,87328062,killbillvolume220040416,kill bill: volume 22004
14,2000-05-26,shanghai noon,55000000,56932305,71189835,2000,14257530,shanghainoon20000526,shanghai noon2000
16,2013-11-01,free birds,55000000,55750480,110387072,2013,54636592,freebirds20131101,free birds2013
18,2008-04-18,the forbidden kingdom,55000000,52075270,129075270,2008,77000000,theforbiddenkingdom20080418,the forbidden kingdom2008
19,2004-12-22,the phantom of the opera,55000000,51225796,153770052,2004,102544256,thephantomoftheopera20041222,the phantom of the opera2004
20,2014-03-21,muppets most wanted,55000000,51178893,79312301,2014,28133408,muppetsmostwanted20140321,muppets most wanted2014
22,2016-08-19,kubo and the two strings,55000000,48023088,77548122,2016,29525034,kuboandthetwostrings20160819,kubo and the two strings2016
24,2010-11-24,burlesque,55000000,39440655,90552675,2010,51112020,burlesque20101124,burlesque2010
26,2008-10-24,changeling,55000000,35739802,113805580,2008,78065778,changeling20081024,changeling2008
27,2012-07-27,the watch,55000000,34353000,67130045,2012,32777045,thewatch20120727,the watch2012
28,2003-03-14,the hunted,55000000,34234008,47213095,2003,12979087,thehunted20030314,the hunted2003
30,2003-12-12,stuck on you,55000000,33832741,63537164,2003,29704423,stuckonyou20031212,stuck on you2003
31,2008-02-29,semi-pro,55000000,33479698,43980363,2008,10500665,semipro20080229,semi-pro2008
32,2018-02-23,annihilation,55000000,32732301,43070915,2018,10338614,annihilation20180223,annihilation2018
33,2015-10-16,crimson peak,55000000,31090320,74966854,2015,43876534,crimsonpeak20151016,crimson peak2015
34,2012-04-27,the pirates! band of misfits,55000000,31051126,136143605,2012,105092479,thepiratesbandofmisfits20120427,the pirates! band of misfits2012
35,2005-12-02,aeon flux,55000000,25857987,53913573,2005,28055586,aeonflux20051202,aeon flux2005
38,2007-10-12,elizabeth: the golden age,55000000,16285240,74870866,2007,58585626,elizabeththegoldenage20071012,elizabeth: the golden age2007
39,2009-06-12,imagine that,55000000,16222392,22438144,2009,6215752,imaginethat20090612,imagine that2009
40,2003-02-21,gods and generals,55000000,12882934,12923936,2003,41002,godsandgenerals20030221,gods and generals2003
42,2013-02-01,bullet to the head,55000000,9489829,22597969,2013,13108140,bullettothehead20130201,bullet to the head2013
43,2006-09-22,all the king's men,55000000,7221458,9521458,2006,2300000,allthekingsmen20060922,all the king's men2006
44,2004-07-30,thunderbirds,55000000,6768055,28231444,2004,21463389,thunderbirds20040730,thunderbirds2004
45,2004-11-26,un long dimanche de fianã§ailles,55000000,6167817,69759296,2004,63591479,unlongdimanchedefianãailles20041126,un long dimanche de fianã§ailles2004
46,2007-05-04,lucky you,55000000,5755286,6521829,2007,766543,luckyyou20070504,lucky you2007
48,2002-09-20,eye see you,55000000,79161,1807990,2002,1728829,eyeseeyou20020920,eye see you2002
50,2002-03-22,blade 2,54000000,81676888,154338601,2002,72661713,blade220020322,blade 22002
51,2006-07-14,"you, me and dupree",54000000,75802010,130402010,2006,54600000,youmeanddupree20060714,"you, me and dupree2006"
52,2008-12-19,seven pounds,54000000,69951824,166617328,2008,96665504,sevenpounds20081219,seven pounds2008
54,2005-10-14,elizabethtown,54000000,26850426,50719373,2005,23868947,elizabethtown20051014,elizabethtown2005
55,2003-08-01,gigli,54000000,6087542,7126002,2003,1038460,gigli20030801,gigli2003
56,2000-06-16,shaft,53012938,70327868,107190108,2000,36862240,shaft20000616,shaft2000
57,2005-08-05,the dukes of hazzard,53000000,80270227,109848461,2005,29578234,thedukesofhazzard20050805,the dukes of hazzard2005
58,2009-10-16,law abiding citizen,53000000,73357727,131159781,2009,57802054,lawabidingcitizen20091016,law abiding citizen2009
59,2015-09-18,black mass,53000000,62575678,98837872,2015,36262194,blackmass20150918,black mass2015
61,2001-05-18,moulin rouge,53000000,57386369,179200588,2001,121814219,moulinrouge20010518,moulin rouge2001
